CAS Number,Chemical Name,Chemical Analysis,Test Method,Exposure Type,Media Type,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc Min 1 (Standardized),Conc 1 Max (Standardized),Effect,Effect Measurement,Chemical DTXSID,log_LC50
58902,"2,3,4,6-Tetrachlorophenol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.03,0.95,1.11,Mortality,Mortality,DTXSID9021716,0.0128372247051722
59507,4-Chloro-3-methylphenol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,4.05,,,Mortality,Mortality,DTXSID4021717,0.6074550232146685
59507,4-Chloro-3-methylphenol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,7.38,6.26,8.71,Mortality,Mortality,DTXSID4021717,0.8680563618230416
59507,4-Chloro-3-methylphenol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,4.05,3.11,5.27,Mortality,Mortality,DTXSID4021717,0.6074550232146685
59507,4-Chloro-3-methylphenol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,7.56,6.41,8.92,Mortality,Mortality,DTXSID4021717,0.8785217955012065
59972,Tolazoline hydrochloride,Measured,Not reported,Flow-through,Fresh water,Active ingredient,354.0,322.0,389.0,Mortality,Mortality,DTXSID9021718,2.549003262025788
60004,"N,N'-1,2-Ethanediylbis[N-(carboxymethyl)glycine",Measured,Not reported,Static,Fresh water,Active ingredient,59.8,44.2,76.5,Mortality,Mortality,DTXSID6022977,1.7767011839884108
60139,(+-)-alpha-Methylbenzeneethanamine sulfate (2:1),Measured,Not coded,Flow-through,Fresh water,Active ingredient,28.8,,,Mortality,Mortality,DTXSID4020082,1.4593924877592308
60297,Ethoxyethane,Measured,Not reported,Flow-through,Fresh water,Active ingredient,2560.0,,,Mortality,Mortality,DTXSID3021720,3.4082399653118496
60413,"Strychnidin-10-one, Sulfate (2:1)",Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.11,0.96,1.27,Mortality,Mortality,DTXSID8021721,0.0453229787866574
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Not reported,Not coded,Static,Fresh water,Active ingredient,0.0038,0.0031,0.0046,Mortality,Mortality,DTXSID9020453,-2.42021640338319
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.025,,,Mortality,Mortality,DTXSID9020453,-1.6020599913279625
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Not reported,Not coded,"Aquatic, unspecified",Fresh water,Formulation,0.036,,,Mortality,Mortality,DTXSID9020453,-1.4436974992327127
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Unmeasured,Not coded,"Aquatic, unspecified",Fresh water,Formulation,0.016,,,Mortality,Mortality,DTXSID9020453,-1.7958800173440752
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Not reported,Not coded,"Aquatic, unspecified",Fresh water,Active ingredient,0.042,,,Mortality,Mortality,DTXSID9020453,-1.3767507096020994
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.023,,,Mortality,Mortality,DTXSID9020453,-1.6382721639824072
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.016,,,Mortality,Mortality,DTXSID9020453,-1.7958800173440752
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.036,,,Mortality,Mortality,DTXSID9020453,-1.4436974992327127
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Not reported,Not coded,"Aquatic, unspecified",Fresh water,Formulation,0.032,,,Mortality,Mortality,DTXSID9020453,-1.494850021680094
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.016,,,Mortality,Mortality,DTXSID9020453,-1.7958800173440752
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.024,,,Mortality,Mortality,DTXSID9020453,-1.619788758288394
60571,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",Unmeasured,Not coded,Static,Fresh water,Active ingredient,0.016,,,Mortality,Mortality,DTXSID9020453,-1.7958800173440752
61734,"7-(Dimethylamino)-3-(methylimino)-3H-phenothiazine, 3-Methochloride",Unmeasured,Not coded,Static,Fresh water,Formulation,45.0,40.0,50.0,Mortality,Mortality,DTXSID0023296,1.6532125137753435
61734,"7-(Dimethylamino)-3-(methylimino)-3H-phenothiazine, 3-Methochloride",Unmeasured,Not coded,Static,Fresh water,Formulation,15.0,12.0,17.0,Mortality,Mortality,DTXSID0023296,1.1760912590556811
61825,"1H-1,2,4-Triazol-3-amine",Not reported,Not coded,Static,Fresh water,Active ingredient,100.0,,,Mortality,Mortality,DTXSID0020076,2.0
62533,Benzenamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,94.7,,,Mortality,Mortality,DTXSID8020090,1.9763499790032732
62533,Benzenamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,68.63,59.42,79.26,Mortality,Survival,DTXSID8020090,1.8365139988906716
62533,Benzenamine,Unmeasured,USEPA and Other Methods,Static,Fresh water,Active ingredient,32.0,,,Mortality,Mortality,DTXSID8020090,1.505149978319906
62533,Benzenamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,134.0,122.0,148.0,Mortality,Mortality,DTXSID8020090,2.127104798364808
62533,Benzenamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,134.0,122.0,148.0,Mortality,Survival,DTXSID8020090,2.127104798364808
62533,Benzenamine,Unmeasured,Not coded,"Aquatic, unspecified",Fresh water,Active ingredient,114.0,102.0,127.0,Mortality,Mortality,DTXSID8020090,2.0569048513364727
62533,Benzenamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,75.5,68.4,83.4,Mortality,Mortality,DTXSID8020090,1.877946951629188
62533,Benzenamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,77.9,70.6,86.1,Mortality,Mortality,DTXSID8020090,1.8915374576725643
62533,Benzenamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,114.0,102.0,127.0,Mortality,Mortality,DTXSID8020090,2.0569048513364727
62555,Thioacetamide,Measured,Not coded,Static,Fresh water,Active ingredient,270.0,,,Mortality,Mortality,DTXSID9021340,2.431363764158988
62566,Thiourea,Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Formulation,100.0,,,Mortality,Mortality,DTXSID9021348,2.0
62737,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester",Not reported,Not coded,Static,Fresh water,Active ingredient,11.6,7.83,17.2,Mortality,Mortality,DTXSID5020449,1.0644579892269184
62737,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester",Measured,Not coded,Flow-through,Fresh water,Active ingredient,3.09,2.57,3.73,Mortality,Mortality,DTXSID5020449,0.4899584794248346
62737,"Phosphoric acid 2,2-dichloroethenyl dimethyl ester",Unmeasured,Not coded,Static,Fresh water,Active ingredient,4.0,3.2,5.0,Mortality,Mortality,DTXSID5020449,0.6020599913279624
62759,N-Methyl-N-nitrosomethanamine,Measured,Not coded,Static,Fresh water,Active ingredient,940.0,832.0,1062.0,Mortality,Mortality,DTXSID7021029,2.9731278535996988
63252,1-Naphthalenol methylcarbamate,Not reported,Not coded,Static,Fresh water,Active ingredient,7.7,4.8,12.2,Mortality,Mortality,DTXSID9020247,0.8864907251724818
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,6.7,,,Mortality,Mortality,DTXSID9020247,0.8260748027008264
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,7.0,,,Mortality,Mortality,DTXSID9020247,0.8450980400142568
63252,1-Naphthalenol methylcarbamate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,6.67,6.05,7.34,Mortality,Mortality,DTXSID9020247,0.8241258339165489
63252,1-Naphthalenol methylcarbamate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,8.93,8.43,9.46,Mortality,Mortality,DTXSID9020247,0.9508514588885464
63252,1-Naphthalenol methylcarbamate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.01,4.57,5.48,Mortality,Mortality,DTXSID9020247,0.6998377258672457
63252,1-Naphthalenol methylcarbamate,Not reported,Not coded,Static,Fresh water,Active ingredient,14.0,11.4,17.2,Mortality,Mortality,DTXSID9020247,1.146128035678238
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Formulation,41.0,,,Mortality,Mortality,DTXSID9020247,1.6127838567197357
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,13.0,,,Mortality,Mortality,DTXSID9020247,1.1139433523068367
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,5.2,3.9,7.4,Mortality,Mortality,DTXSID9020247,0.7160033436347992
63252,1-Naphthalenol methylcarbamate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,9.0,,,Mortality,Mortality,DTXSID9020247,0.9542425094393248
63252,1-Naphthalenol methylcarbamate,Unmeasured,American Society for Testing and Materials,Static,Fresh water,Formulation,5.171,4.922,5.437,Mortality,Mortality,DTXSID9020247,0.7135745377720698
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,4.38,3.95,4.86,Mortality,Mortality,DTXSID9020247,0.6414741105040995
63252,1-Naphthalenol methylcarbamate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,10.4,9.55,11.3,Mortality,Mortality,DTXSID9020247,1.0170333392987805
63252,1-Naphthalenol methylcarbamate,Not reported,Not coded,Static,Fresh water,Active ingredient,14.6,11.7,19.8,Mortality,Mortality,DTXSID9020247,1.1643528557844371
63252,1-Naphthalenol methylcarbamate,Chemical analysis reported,Not reported,Flow-through,Fresh water,Active ingredient,1.6,,,Mortality,Mortality,DTXSID9020247,0.2041199826559248
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,3.94,3.4,4.5,Mortality,Mortality,DTXSID9020247,0.5954962218255742
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,5.86,5.3,6.5,Mortality,Mortality,DTXSID9020247,0.7678976160180907
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,5.24,4.7,5.8,Mortality,Mortality,DTXSID9020247,0.7193312869837266
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,5.72,5.1,6.5,Mortality,Mortality,DTXSID9020247,0.7573960287930241
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,7.43,6.0,10.0,Mortality,Mortality,DTXSID9020247,0.8709888137605752
63252,1-Naphthalenol methylcarbamate,Measured,Not coded,Flow-through,Fresh water,Active ingredient,9.47,8.6,10.4,Mortality,Mortality,DTXSID9020247,0.9763499790032736
63252,1-Naphthalenol methylcarbamate,Unmeasured,Not coded,Static,Fresh water,Active ingredient,12.0,,,Mortality,Mortality,DTXSID9020247,1.0791812460476249
64175,Ethanol,Unmeasured,Not coded,Static,Fresh water,Formulation,12720.0,11287.0,14334.0,Mortality,Mortality,DTXSID9020584,4.104487111312395
64175,Ethanol,Unmeasured,Not reported,Static,Fresh water,Active ingredient,100.0,,,Mortality,Mortality,DTXSID9020584,2.0
64175,Ethanol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,15300.0,14100.0,16600.0,Mortality,Mortality,DTXSID9020584,4.184691430817598
64175,Ethanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,14200.0,13400.0,15100.0,Mortality,Mortality,DTXSID9020584,4.152288344383057
64175,Ethanol,Unmeasured,Not coded,Static,Fresh water,Formulation,13480.0,,,Mortality,Mortality,DTXSID9020584,4.129689892199301
64197,Acetic acid,Unmeasured,Not coded,Static,Fresh water,Formulation,79.0,,,Mortality,Mortality,DTXSID5024394,1.8976270912904412
64197,Acetic acid,Unmeasured,Not coded,Static,Fresh water,Formulation,88.0,,,Mortality,Mortality,DTXSID5024394,1.944482672150169
65305,3-[(2S)-1-Methyl-2-pyrrolidinyl]pyridine sulfate (2:1),Measured,Not coded,Flow-through,Fresh water,Active ingredient,12.2,11.0,13.4,Mortality,Mortality,DTXSID8021725,1.0863598306747482
65305,3-[(2S)-1-Methyl-2-pyrrolidinyl]pyridine sulfate (2:1),Measured,Not coded,Flow-through,Fresh water,Active ingredient,19.7,14.2,27.3,Mortality,Mortality,DTXSID8021725,1.294466226161593
65305,3-[(2S)-1-Methyl-2-pyrrolidinyl]pyridine sulfate (2:1),Measured,Not coded,Flow-through,Fresh water,Active ingredient,15.6,11.3,21.6,Mortality,Mortality,DTXSID8021725,1.1931245983544616
65452,2-Hydroxybenzamide,Measured,Not reported,Flow-through,Fresh water,Active ingredient,101.0,94.0,108.0,Mortality,Mortality,DTXSID3021726,2.004321373782642
65452,2-Hydroxybenzamide,Measured,Not coded,Flow-through,Fresh water,Active ingredient,101.0,,,Mortality,Mortality,DTXSID3021726,2.004321373782642
66251,Hexanal,Measured,Not coded,Flow-through,Fresh water,Active ingredient,18.0,,,Mortality,Mortality,DTXSID2021604,1.255272505103306
66251,Hexanal,Measured,Not coded,Flow-through,Fresh water,Active ingredient,22.0,21.0,23.0,Mortality,Mortality,DTXSID2021604,1.3424226808222062
66251,Hexanal,Measured,Not reported,Flow-through,Fresh water,Active ingredient,14.0,12.0,16.5,Mortality,Mortality,DTXSID2021604,1.146128035678238
66251,Hexanal,Measured,Not coded,Static,Fresh water,Active ingredient,18.0,,,Mortality,Mortality,DTXSID2021604,1.255272505103306
66762,"3,3'-Methylenebis[4-hydroxy]-2H-1-benzopyran-2-one",Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.11,4.18,6.24,Mortality,Mortality,DTXSID8021729,0.7084209001347127
66762,"3,3'-Methylenebis[4-hydroxy]-2H-1-benzopyran-2-one",Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.11,,,Mortality,Mortality,DTXSID8021729,0.7084209001347127
67367,4-Phenoxybenzaldehyde,Measured,Not coded,Flow-through,Fresh water,Active ingredient,4.6,,,Mortality,Mortality,DTXSID7021730,0.6627578316815741
67436,"N,N-Bis[2-[bis(carboxymethyl)amino]ethyl]glycine",Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Formulation,300.0,,,Mortality,Mortality,DTXSID2023434,2.4771212547196626
67561,Methanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,29400.0,28500.0,30400.0,Mortality,Mortality,DTXSID2021731,4.468347330412158
67561,Methanol,Unmeasured,Not coded,Static,Fresh water,Formulation,17421.0,16203.0,18730.0,Mortality,Mortality,DTXSID2021731,4.241073080752987
67561,Methanol,Unmeasured,Not reported,Static,Fresh water,Active ingredient,100.0,,,Mortality,Mortality,DTXSID2021731,2.0
67561,Methanol,Unmeasured,Not reported,Flow-through,Fresh water,Active ingredient,28100.0,27200.0,29000.0,Mortality,Mortality,DTXSID2021731,4.44870631990508
67561,Methanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,28200.0,,,Mortality,Mortality,DTXSID2021731,4.450249108319361
67630,2-Propanol,Unmeasured,Not coded,Static,Fresh water,Formulation,11130.0,,,Mortality,Mortality,DTXSID7020762,4.046495164334709
67630,2-Propanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,6550.0,5770.0,7450.0,Mortality,Mortality,DTXSID7020762,3.816241299991783
67630,2-Propanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,10400.0,10200.0,10600.0,Mortality,Mortality,DTXSID7020762,4.017033339298781
67630,2-Propanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,9640.0,9230.0,10000.0,Mortality,Mortality,DTXSID7020762,3.984077033902831
67641,Propan-2-one,Measured,Not coded,Flow-through,Fresh water,Active ingredient,7280.0,6730.0,7880.0,Mortality,Mortality,DTXSID8021482,3.862131379313037
67641,Propan-2-one,Unmeasured,Not reported,Static,Fresh water,Active ingredient,100.0,,,Mortality,Mortality,DTXSID8021482,2.0
67641,Propan-2-one,Measured,Not coded,Flow-through,Fresh water,Active ingredient,8120.0,7530.0,8760.0,Mortality,Mortality,DTXSID8021482,3.909556029241176
67641,Propan-2-one,Measured,Not coded,Flow-through,Fresh water,Active ingredient,6210.0,5490.0,7030.0,Mortality,Mortality,DTXSID8021482,3.79309160017658
67641,Propan-2-one,Measured,Not coded,Flow-through,Fresh water,Active ingredient,10700.0,,,Mortality,Mortality,DTXSID8021482,4.02938377768521
67641,Propan-2-one,Measured,Not coded,Flow-through,Fresh water,Active ingredient,9100.0,8733.0,9482.0,Mortality,Mortality,DTXSID8021482,3.959041392321093
67663,Trichloromethane,Measured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,129.0,91.0,197.0,Mortality,Mortality,DTXSID1020306,2.110589710299249
67663,Trichloromethane,Unmeasured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,103.0,94.0,113.0,Mortality,Mortality,DTXSID1020306,2.012837224705172
67663,Trichloromethane,Unmeasured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,129.0,91.0,197.0,Mortality,Mortality,DTXSID1020306,2.110589710299249
67663,Trichloromethane,Measured,Not coded,Flow-through,Fresh water,Active ingredient,70.7,62.8,79.6,Mortality,Mortality,DTXSID1020306,1.8494194137968996
67663,Trichloromethane,Measured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,171.0,131.0,214.0,Mortality,Mortality,DTXSID1020306,2.2329961103921536
67663,Trichloromethane,Measured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,103.0,94.0,113.0,Mortality,Mortality,DTXSID1020306,2.012837224705172
67663,Trichloromethane,Measured,Not coded,Static,Fresh water,Active ingredient,73.09,65.05,82.01,Mortality,Mortality,DTXSID1020306,1.863857961883973
67663,Trichloromethane,Measured,Not coded,Flow-through,Fresh water,Active ingredient,89.85,84.7,94.87,Mortality,Mortality,DTXSID1020306,1.9535180814449928
67663,Trichloromethane,Unmeasured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,171.0,131.0,214.0,Mortality,Mortality,DTXSID1020306,2.2329961103921536
67685,Sulfinyl bis(methane),Measured,Not coded,Flow-through,Fresh water,Active ingredient,34000.0,,,Mortality,Mortality,DTXSID2021735,4.531478917042255
67721,"1,1,1,2,2,2-Hexachloroethane",Not reported,Not coded,Flow-through,Fresh water,Active ingredient,1.2452524,,,Mortality,Mortality,DTXSID7020689,0.0952573874297188
67721,"1,1,1,2,2,2-Hexachloroethane",Measured,Not reported,Flow-through,Fresh water,Active ingredient,1.32,1.16,1.5,Mortality,Mortality,DTXSID7020689,0.1205739312058498
67721,"1,1,1,2,2,2-Hexachloroethane",Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.1,0.967,1.25,Mortality,Mortality,DTXSID7020689,0.041392685158225
67721,"1,1,1,2,2,2-Hexachloroethane",Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.23,1.08,1.4,Mortality,Mortality,DTXSID7020689,0.0899051114393979
67721,"1,1,1,2,2,2-Hexachloroethane",Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.39,1.08,1.78,Mortality,Mortality,DTXSID7020689,0.143014800254095
67721,"1,1,1,2,2,2-Hexachloroethane",Measured,Not reported,Flow-through,Fresh water,Active ingredient,1.51,1.43,1.58,Mortality,Mortality,DTXSID7020689,0.1789769472931694
67721,"1,1,1,2,2,2-Hexachloroethane",Measured,Not reported,Flow-through,Fresh water,Active ingredient,1.53,1.46,1.6,Mortality,Mortality,DTXSID7020689,0.1846914308175988
68111,Mercaptoacetic acid,Unmeasured,Not coded,Static,Fresh water,Formulation,30.0,,,Mortality,Mortality,DTXSID8026141,1.4771212547196624
68122,"N,N-Dimethylformamide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,10600.0,10400.0,10800.0,Mortality,Mortality,DTXSID6020515,4.02530586526477
68122,"N,N-Dimethylformamide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,10410.0,5714.0,18967.0,Mortality,Mortality,DTXSID6020515,4.017450729510536
68122,"N,N-Dimethylformamide",Unmeasured,Not reported,Flow-through,Fresh water,Active ingredient,10700.0,10500.0,10900.0,Mortality,Mortality,DTXSID6020515,4.02938377768521
68122,"N,N-Dimethylformamide",Unmeasured,Not coded,Static,Fresh water,Formulation,10500.0,9300.0,11900.0,Mortality,Mortality,DTXSID6020515,4.021189299069938
70304,"2,2'-Methylenebis[3,4,6-trichlorophenol]",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.021,0.019,0.023,Mortality,Mortality,DTXSID6020690,-1.6777807052660807
70304,"2,2'-Methylenebis[3,4,6-trichlorophenol]",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.021,0.019,0.023,Mortality,Mortality,DTXSID6020690,-1.6777807052660807
70382,"2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylic acid, (2,4-Diemethylphenyl)methyl ester",Not reported,Not coded,Flow-through,Fresh water,Active ingredient,0.062,0.0505,0.0761,Mortality,Mortality,DTXSID8040305,-1.207608310501746
