CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Test Method,Chemical Purity Mean Op,Chemical Purity Mean(%),Chemical Purity Min(%),Chemical Purity Max(%),Species Scientific Name,Species Common Name,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Conc 2 Type (Standardized),Conc 2 Mean Op (Standardized),Conc 2 Mean (Standardized),Conc Min 2 (Standardized),Conc 2 Max (Standardized),Conc 2 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Units (Days),Chemical Formulation,Chemical DTXSID,DOI,Study Type,Test Type,Result Sample Unit,BCF 1 Unit,BCF 2 Unit,Result Comment,General Comments,Author,Reference Number,Title,Source,Publication Year,Citation,log_LC50
87865,"2,3,4,5,6-Pentachlorophenol",,Unmeasured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,0.25,,0.14,,0.44,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID7021106,10.1002/etc.5620201229,,,,--,," CONTR/C,V//","   CONTR/C,V//","Sappington,L.C., F.L. Mayer, F.J. Dwyer, D.R. Buckler, J.R. Jones, and M.R. Ellersieck",65396,Contaminant Sensitivity of Threatened and Endangered Fishes Compared to Standard Surrogate Species,Environ. Toxicol. Chem.20(12): 2869-2876,2001,"Sappington,L.C., F.L. Mayer, F.J. Dwyer, D.R. Buckler, J.R. Jones, and M.R. Ellersieck (2001). Contaminant Sensitivity of Threatened and Endangered Fishes Compared to Standard Surrogate Species. Environ. Toxicol. Chem., 20, (12), 2869-2876. doi:10.1002/etc.5620201229. ECOREF#:65396",-0.6020599913279624
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not reported,,88.0,,,Pimephales promelas,Fathead Minnow,,,44.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.242,,0.216,,0.271,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,,,Acute,,--,,,SOURCE/US EPA ENVIRONMENTAL RESEARCH LABORATORY DULUTH AND THE UNIVERSITY OF WISCONSIN SUPERIOR//MEDIA/FILTERED LAKE SUPERIOR WATER OR DECHLORINATED CITY OF SUPERIOR WISCONSIN WATER//   ,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke",12447,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:326 p.",1985,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke (1985). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 326 p. ECOREF#:12447",-0.6161846340195687
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,30.0,,35.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.23,,0.21,,0.23,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1007/BF01622141,,,,--,, CONTR/FOLLOWED EPA STANDARD METHODS// NAOH ADDED TO STOCK BOTTLE// ,   CONTR/FOLLOWED EPA STANDARD METHODS// NAOH ADDED TO STOCK BOTTLE// ,"Phipps,G.L., G.W. Holcombe, and J.T. Fiandt",2189,Acute Toxicity of Phenol and Substituted Phenols to the Fathead Minnow,Bull. Environ. Contam. Toxicol.26(5): 585-593,1981,"Phipps,G.L., G.W. Holcombe, and J.T. Fiandt (1981). Acute Toxicity of Phenol and Substituted Phenols to the Fathead Minnow. Bull. Environ. Contam. Toxicol., 26, (5), 585-593. doi:10.1007/BF01622141. ECOREF#:2189",-0.638272163982407
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.35,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021106,10.1002/etc.5620140920,,,,--,,,,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund",15031,Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals,Environ. Toxicol. Chem.14(9): 1591-1605,1995,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund (1995). Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals. Environ. Toxicol. Chem., 14, (9), 1591-1605. doi:10.1002/etc.5620140920. ECOREF#:15031",-0.4559319556497244
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.244,,0.218,,0.273,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1016/0143-1471(85)90073-X,,,,--,,,,"Phipps,G.L., and G.W. Holcombe",10775,A Method for Aquatic Multiple Species Toxicant Testing: Acute Toxicity of 10 Chemicals to 5 Vertebrates and 2 Invertebrates,Environ. Pollut. A.38(2): 141-157,1985,"Phipps,G.L., and G.W. Holcombe (1985). A Method for Aquatic Multiple Species Toxicant Testing: Acute Toxicity of 10 Chemicals to 5 Vertebrates and 2 Invertebrates. Environ. Pollut. A., 38, (2), 141-157. doi:10.1016/0143-1471(85)90073-X. ECOREF#:10775",-0.6126101736612706
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.449,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021106,10.1002/etc.5620140920,,,,--,,,,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund",15031,Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals,Environ. Toxicol. Chem.14(9): 1591-1605,1995,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund (1995). Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals. Environ. Toxicol. Chem., 14, (9), 1591-1605. doi:10.1002/etc.5620140920. ECOREF#:15031",-0.3477536589966768
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,88.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.381,,0.31,,0.469,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021106,,,,,--,, The pH of the test water was 8.7.  Nominal concentrations were not recorded.  Individual lengths and weights of the test fish were not recorded.  No effect or behavioral data were recorded.  The diluter stock solutions were prepared ,   The pH of the test water was 8.7.  Nominal concentrations were not recorded.  Individual lengths and weights of the test fish were not recorded.  No effect or behavioral data were recorded.  The diluter stock solutions were prepared ,"Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217",-0.4190750243243807
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.3,,0.27,,0.34,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1002/etc.5620050605,,,,--,,,,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount",11958,Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions,Environ. Toxicol. Chem.5(6): 531-542,1986,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount (1986). Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions. Environ. Toxicol. Chem., 5, (6), 531-542. doi:10.1002/etc.5620050605. ECOREF#:11958",-0.5228787452803376
87865,"2,3,4,5,6-Pentachlorophenol","Technical grade, technical product, technical formulation",Not coded,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.194,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344",-0.712198270069774
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Fry,,1.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.314,,0.262,,0.376,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1002/etc.5620050605,,,,--,,,,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount",11958,Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions,Environ. Toxicol. Chem.5(6): 531-542,1986,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount (1986). Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions. Environ. Toxicol. Chem., 5, (6), 531-542. doi:10.1002/etc.5620050605. ECOREF#:11958",-0.5030703519267851
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.19,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1002/etc.5620050605,,,,--,,,,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount",11958,Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions,Environ. Toxicol. Chem.5(6): 531-542,1986,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount (1986). Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions. Environ. Toxicol. Chem., 5, (6), 531-542. doi:10.1002/etc.5620050605. ECOREF#:11958",-0.721246399047171
87865,"2,3,4,5,6-Pentachlorophenol",,Unmeasured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,8,Active ingredient,,0.14,,0.13,,0.16,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID7021106,,,,,--,," CONTR/C,V//TESTID/17//MSMT/NR//DOSES/NR//SOURCE/GOV//WTINT/0.39 G//DNUM/8//SEX/NR//TMETH/EPAASTM//STYPE/ACUTE//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//","SOURCE/GOVERNMENT AGENCY//   CONTR/C,V//TESTID/17//MSMT/NR//DOSES/NR//SOURCE/GOV//WTINT/0.39 G//DNUM/8//SEX/NR//TMETH/EPAASTM//STYPE/ACUTE//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//","Dwyer,F.J., L.C. Sappington, D.R. Buckler, and S.B. Jones",73668,Use of Surrogate Species in Assessing Contaminant Risk to Endangered and Threatened Fishes,"EPA/600/R-96/029, U.S.EPA, Washington, DC:78 p.",1995,"Dwyer,F.J., L.C. Sappington, D.R. Buckler, and S.B. Jones (1995). Use of Surrogate Species in Assessing Contaminant Risk to Endangered and Threatened Fishes. EPA/600/R-96/029, U.S.EPA, Washington, DC, 78 p. ECOREF#:73668",-0.8538719643217619
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,88.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.261,,0.197,,0.346,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021106,,,,,--,, The pH of the test water was 7.8.  Nominal concentrations were not recorded.  Individual lengths and weights of the test fish were not recorded.  No effect on behavioral data were recorded.  The diluter stock solutions were prepared ,   The pH of the test water was 7.8.  Nominal concentrations were not recorded.  Individual lengths and weights of the test fish were not recorded.  No effect on behavioral data were recorded.  The diluter stock solutions were prepared ,"Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217",-0.583359492661719
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,30.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.396,,0.337,,0.465,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1002/etc.5620050605,,,,--,,,,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount",11958,Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions,Environ. Toxicol. Chem.5(6): 531-542,1986,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount (1986). Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions. Environ. Toxicol. Chem., 5, (6), 531-542. doi:10.1002/etc.5620050605. ECOREF#:11958",-0.40230481407448765
87865,"2,3,4,5,6-Pentachlorophenol","Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Unmeasured,Not reported,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,5,Active ingredient,,0.32,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1002/etc.5620050908,,Acute,,--,,,,"Ewell,W.S., J.W. Gorsuch, R.O. Kringle, K.A. Robillard, and R.C. Spiegel",11951,Simultaneous Evaluation of the Acute Effects of Chemicals on Seven Aquatic Species,Environ. Toxicol. Chem.5(9): 831-840,1986,"Ewell,W.S., J.W. Gorsuch, R.O. Kringle, K.A. Robillard, and R.C. Spiegel (1986). Simultaneous Evaluation of the Acute Effects of Chemicals on Seven Aquatic Species. Environ. Toxicol. Chem., 5, (9), 831-840. doi:10.1002/etc.5620050908. ECOREF#:11951",-0.494850021680094
87865,"2,3,4,5,6-Pentachlorophenol",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,4.0,,8.0,Week(s),Static,Fresh water,Lab,,Formulation,,0.6,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,,,,,--,,,,"Mattson,V.R., J.W. Arthur, and C.T. Walbridge",719,Acute Toxicity of Selected Organic Compounds to Fathead Minnows,"EPA-600/3-76-097, U.S.EPA, Duluth, MN:12 p.",1976,"Mattson,V.R., J.W. Arthur, and C.T. Walbridge (1976). Acute Toxicity of Selected Organic Compounds to Fathead Minnows. EPA-600/3-76-097, U.S.EPA, Duluth, MN, 12 p. ECOREF#:719",-0.2218487496163564
87865,"2,3,4,5,6-Pentachlorophenol",,Not reported,Not coded,>,98.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Not reported,,Active ingredient,,0.2663383,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,,,,,--,,,,"Bottger,A.",5876,Belastung der Anwohner von Chemisch-Reinigungsanlegen durch Tetrachlorethylen,vortrag:30,1988,"Bottger,A. (1988). Belastung der Anwohner von Chemisch-Reinigungsanlegen durch Tetrachlorethylen. vortrag, 30. ECOREF#:5876",-0.5745663766228868
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.12,,0.079,,0.187,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1002/etc.5620050605,,,,--,,,,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount",11958,Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions,Environ. Toxicol. Chem.5(6): 531-542,1986,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount (1986). Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions. Environ. Toxicol. Chem., 5, (6), 531-542. doi:10.1002/etc.5620050605. ECOREF#:11958",-0.9208187539523752
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,88.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.0986,,0.0806,,0.121,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021106,,,,,--,, The pH of the test water was approximately 6.6.  Individual lengths and weights of the test fish were not recorded.  No effect or behavioral data were recorded.  The diluter stock solutions were prepared from superstock solutions containing ,   The pH of the test water was approximately 6.6.  Individual lengths and weights of the test fish were not recorded.  No effect or behavioral data were recorded.  The diluter stock solutions were prepared from superstock solutions containing ,"Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217",-1.0061230850587888
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.266,,0.222,,0.319,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021106,10.1016/0043-1354(85)90351-3,,,,--,,,,"Thurston,R.V., T.A. Gilfoil, E.L. Meyn, R.K. Zajdel, T.L. Aoki, and G.D. Veith",12004,Comparative Toxicity of Ten Organic Chemicals to Ten Common Aquatic Species,Water Res.19(9): 1145-1155,1985,"Thurston,R.V., T.A. Gilfoil, E.L. Meyn, R.K. Zajdel, T.L. Aoki, and G.D. Veith (1985). Comparative Toxicity of Ten Organic Chemicals to Ten Common Aquatic Species. Water Res., 19, (9), 1145-1155. doi:10.1016/0043-1354(85)90351-3. ECOREF#:12004",-0.575118363368933
87865,"2,3,4,5,6-Pentachlorophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Adult,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.16,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,10.1002/etc.5620050605,,,,--,,,,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount",11958,Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions,Environ. Toxicol. Chem.5(6): 531-542,1986,"Hedtke,S.F., C.W. West, K.N. Allen, T.J. Norberg-King, and D.I. Mount (1986). Toxicity of Pentachlorophenol to Aquatic Organisms Under Naturally Varying and Controlled Environmental Conditions. Environ. Toxicol. Chem., 5, (6), 531-542. doi:10.1002/etc.5620050605. ECOREF#:11958",-0.7958800173440752
87865,"2,3,4,5,6-Pentachlorophenol",,Unmeasured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,8,Active ingredient,,0.22,,0.2,,0.24,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID7021106,,,,,--,," CONTR/C,V//TESTID/13//MSMT/NR//DOSES/NR//SOURCE/GOV//WTINT/0.56 G//DNUM/8//SEX/NR//TMETH/EPAASTM//STYPE/ACUTE//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//","SOURCE/GOVERNMENT AGENCY//   CONTR/C,V//TESTID/13//MSMT/NR//DOSES/NR//SOURCE/GOV//WTINT/0.56 G//DNUM/8//SEX/NR//TMETH/EPAASTM//STYPE/ACUTE//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//","Dwyer,F.J., L.C. Sappington, D.R. Buckler, and S.B. Jones",73668,Use of Surrogate Species in Assessing Contaminant Risk to Endangered and Threatened Fishes,"EPA/600/R-96/029, U.S.EPA, Washington, DC:78 p.",1995,"Dwyer,F.J., L.C. Sappington, D.R. Buckler, and S.B. Jones (1995). Use of Surrogate Species in Assessing Contaminant Risk to Endangered and Threatened Fishes. EPA/600/R-96/029, U.S.EPA, Washington, DC, 78 p. ECOREF#:73668",-0.6575773191777937
87865,"2,3,4,5,6-Pentachlorophenol","Technical grade, technical product, technical formulation",Measured,Not coded,,88.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,0.261,,0.197,,0.346,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021106,10.1002/etc.5620040314,,,,--,,,,"Spehar,R.L., H.P. Nelson, M.J. Swanson, and J.W. Renoos",10679,Pentachlorophenol Toxicity to Amphipods and Fathead Minnows at Different Test pH Values,Environ. Toxicol. Chem.4:389-397,1985,"Spehar,R.L., H.P. Nelson, M.J. Swanson, and J.W. Renoos (1985). Pentachlorophenol Toxicity to Amphipods and Fathead Minnows at Different Test pH Values. Environ. Toxicol. Chem., 4, 389-397. doi:10.1002/etc.5620040314. ECOREF#:10679",-0.583359492661719
87865,"2,3,4,5,6-Pentachlorophenol",,Unmeasured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,8,Active ingredient,,0.23,,0.11,,0.49,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7021106,,,,,--,," CONTR/C,V//TESTID/14//MSMT/NR//DOSES/NR//SOURCE/GOV//WTINT/0.45 G//DNUM/8//SEX/NR//TMETH/EPAASTM//STYPE/ACUTE//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//","SOURCE/GOVERNMENT AGENCY//   CONTR/C,V//TESTID/14//MSMT/NR//DOSES/NR//SOURCE/GOV//WTINT/0.45 G//DNUM/8//SEX/NR//TMETH/EPAASTM//STYPE/ACUTE//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//","Dwyer,F.J., L.C. Sappington, D.R. Buckler, and S.B. Jones",73668,Use of Surrogate Species in Assessing Contaminant Risk to Endangered and Threatened Fishes,"EPA/600/R-96/029, U.S.EPA, Washington, DC:78 p.",1995,"Dwyer,F.J., L.C. Sappington, D.R. Buckler, and S.B. Jones (1995). Use of Surrogate Species in Assessing Contaminant Risk to Endangered and Threatened Fishes. EPA/600/R-96/029, U.S.EPA, Washington, DC, 78 p. ECOREF#:73668",-0.638272163982407
87865,"2,3,4,5,6-Pentachlorophenol",,Unmeasured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,8,Active ingredient,,0.25,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7021106,,,,,--,," CONTR/C,V//TESTID/147//MSMT/NR//DOSES/NR//SOURCE/GOV//WTINT/0.32-0.56 G//DNUM/8//SEX/NR//TMETH/EPAASTM//STYPE/ACUTE//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//","SOURCE/GOVERNMENT AGENCY//   CONTR/C,V//TESTID/147//MSMT/NR//DOSES/NR//SOURCE/GOV//WTINT/0.32-0.56 G//DNUM/8//SEX/NR//TMETH/EPAASTM//STYPE/ACUTE//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//","Dwyer,F.J., L.C. Sappington, D.R. Buckler, and S.B. Jones",73668,Use of Surrogate Species in Assessing Contaminant Risk to Endangered and Threatened Fishes,"EPA/600/R-96/029, U.S.EPA, Washington, DC:78 p.",1995,"Dwyer,F.J., L.C. Sappington, D.R. Buckler, and S.B. Jones (1995). Use of Surrogate Species in Assessing Contaminant Risk to Endangered and Threatened Fishes. EPA/600/R-96/029, U.S.EPA, Washington, DC, 78 p. ECOREF#:73668",-0.6020599913279624
